Search type: State

Dicot

Accepted Symbol,Synonym Symbol,Scientific Name,Common Name
PHASE,,Phaseolus L.,bean
PHPO2,,"Phaseolus polystachios (L.) Britton, Sterns & Poggenb.",thicket bean
PHPOP,PHSM,Phaseolus smilacifolius Pollard,
PHPOP,,"Phaseolus polystachios (L.) Britton, Sterns & Poggenb. var. polystachios",thicket bean
PHPOP,PHPOA,"Phaseolus polystachios (L.) Britton, Sterns & Poggenb. var. aquilonius Fernald",
PHVU,,Phaseolus vulgaris L.,kidney bean
PHVU,PHVUH,Phaseolus vulgaris L. var. humilis Alef.,
PHEDI,,Phedimus Raf.,
PHAI,AIAI,Aizopsis aizoon (L.) Grulich,
PHAI,,Phedimus aizoon (L.) 't Hart,Orpin aizoon
PHAI,SEKAE,Sedum kamtschaticum Fisch. & C.A. Mey. ssp. ellacombianum (Praeger) R.T. Clausen,
PHAI,SEAI80,Sedum aizoon L.,
PHAI,SEEL3,Sedum ellacombianum Praeger,
PHSP9,SESPC,Sedum spurium M. Bieb. var. coccineum hort.,
PHSP9,,Phedimus spurius (M. Bieb.) 't Hart,Caucasian stonecrop
PHSP9,SESP2,Sedum spurium M. Bieb.,
PHSP9,SPSP6,Spathulata spuria (M. Bieb.) Á. Löve & D. Löve,
PHELL,,Phellodendron Rupr.,corktree
PHAM2,,Phellodendron amurense Rupr.,Amur corktree
PHJA,,Phellodendron japonicum Maxim.,Japanese corktree
PHILA,,Philadelphus L.,mock orange
PHCO7,,Philadelphus coronarius L.,sweet mock orange
PHFL4,,Philadelphus floridus Beadle,Florida mock orange
PHIN5,PHGL9,Philadelphus gloriosus Beadle,
PHIN5,PHINC,Philadelphus inodorus L. var. carolinus Hu,
PHIN5,PHING,Philadelphus inodorus L. var. grandiflorus (Willd.) A. Gray,
PHIN5,,Philadelphus inodorus L.,scentless mock orange
PHIN5,PHGR18,Philadelphus grandiflorus Willd.,
PHIN5,PHINS,Philadelphus inodorus L. var. strigosus Beadle,
PHIN5,PHINL,Philadelphus inodorus L. var. laxus (Schrad.) Hu,
PHPU4,,Philadelphus pubescens Loisel.,hoary mock orange
PHPUP,PHLA12,Philadelphus latifolius Schrad. ex DC.,
PHPUP,,Philadelphus pubescens Loisel. var. pubescens,hoary mock orange
PHPUP,PHPUV,Philadelphus pubescens Loisel. var. verrucosus (Schrad.) Hu,
PHLOM,,Phlomis L.,Jerusalem sage
PHTU2,,Phlomis tuberosa L.,tuberous Jerusalem sage
PHLOX,,Phlox L.,phlox
PHDI5,,Phlox divaricata L.,wild blue phlox
PHDID3,,Phlox divaricata L. ssp. divaricata,wild blue phlox
PHDID3,PHDID4,Phlox divaricata L. var. divaricata,
PHMA4,,Phlox maculata L.,wild sweetwilliam
PHMAM,,Phlox maculata L. ssp. maculata,wild sweetwilliam
PHMAM,PHMAM3,Phlox maculata L. var. maculata,
PHMAM,PHMAO,Phlox maculata L. var. odorata (Sweet) Wherry,
PHPA9,,Phlox paniculata L.,fall phlox
PHPI,,Phlox pilosa L.,downy phlox
PHPIP2,,Phlox pilosa L. ssp. pilosa,downy phlox
PHPIP2,PHAR7,Phlox argillacea Clute & Ferris,
PHPIP2,PHVI12,Phlox villosissima (A. Gray) Small p.p.,
PHPIP2,PHPIP3,Phlox pilosa L. var. pilosa,
PHPIP2,PHPIV,Phlox pilosa L. var. virens (Michx.) Wherry,
PHST3,,Phlox stolonifera Sims,creeping phlox
PHSU3,,Phlox subulata L.,moss phlox
PHSUS2,,Phlox subulata L. ssp. subulata,moss phlox
PHORA,,Phoradendron Nutt.,mistletoe
PHLE14,PHEA,Phoradendron eatonii Trel.,
PHLE14,PHFLO,Phoradendron flavescens (Pursh) Nutt. ex A. Gray. var. orbiculatum (Engelm.) Engelm.,
PHLE14,,Phoradendron leucarpum (Raf.) Reveal & M.C. Johnst.,oak mistletoe
PHLE14,PHFL2,Phoradendron flavescens (Pursh) Nutt. ex A. Gray.,
PHLE14,PHSEM,Phoradendron serotinum (Raf.) M.C. Johnst. var. macrotomum (Trel.) M.C. Johnst.,
PHLE14,PHSE9,Phoradendron serotinum (Raf.) M.C. Johnst.,
PHLE14,PHMA15,Phoradendron macrotomum Trel.,
PHLE14,VIFL5,"Viscum flavescens sensu Pursh p.p., non Viscum flavens Sw.",
PHOTI,,Photinia Lindl.,chokeberry
PHVI81,,Photinia villosa (Thunb.) DC.,Oriental photinia
PHRYM,,Phryma L.,phryma
PHLE5,,Phryma leptostachya L.,American lopseed
PHLE5,PHLEC2,Phryma leptostachya L. var. confertifolia Fernald,
PHYLA,,Phyla Lour.,fogfruit
PHLA3,,Phyla lanceolata (Michx.) Greene,lanceleaf fogfruit
PHLA3,LILAR,Lippia lanceolata Michx. var. recognita Fernald & Grisc.,
PHLA3,LILA10,Lippia lanceolata Michx.,
PHLA3,PHLAR,Phyla lanceolata (Michx.) Greene var. recognita (Fernald & Grisc.) Soper,
PHYSA,,Physalis L.,groundcherry
PHAL5,,Physalis alkekengi L.,strawberry groundcherry
PHGR22,,Physalis grisea (Waterf.) M. Martínez,strawberry-tomato
PHGR22,PHPR11,Physalis pruinosa sensu Rydb.,
PHGR22,PHPUG2,Physalis pubescens L. var. grisea Waterf.,
PHHE4,,Physalis hederifolia A. Gray,ivyleaf groundcherry
PHHEH2,,Physalis hederifolia A. Gray var. hederifolia,ivyleaf groundcherry
PHHEH2,PHHEP,Physalis hederifolia A. Gray var. puberula,
PHHE5,,Physalis heterophylla Nees,clammy groundcherry
PHHEH3,PHHEC3,Physalis heterophylla Nees var. clavipes Fernald,
PHHEH3,,Physalis heterophylla Nees var. heterophylla,clammy groundcherry
PHHEH3,PHHEN,Physalis heterophylla Nees var. nyctaginea (Dunal) Rydb.,
PHHEH3,PHAM11,Physalis ambigua (A. Gray) Britton,
PHHEH3,PHHEV2,Physalis heterophylla Nees var. villosa Waterf.,
PHHEH3,PHHEA,Physalis heterophylla Nees var. ambigua (A. Gray) Rydb.,
PHHEH3,PHNY,Physalis nyctaginea Dunal,
PHHEH3,PHSI3,Physalis sinuata Rydb.,
PHLO4,,Physalis longifolia Nutt.,longleaf groundcherry
PHLOS,PHMA14,Physalis macrophysa Rydb.,
PHLOS,PHVIS4,Physalis virginiana Mill. var. subglabrata (Mack. & Bush) Waterf.,
PHLOS,,Physalis longifolia Nutt. var. subglabrata (Mack. & Bush) Cronquist,longleaf groundcherry
PHLOS,PHSU8,Physalis subglabrata Mack. & Bush,
PHPE4,,Physalis peruviana L.,Peruvian groundcherry
PHPE4,PHED3,Physalis edulis Sims,
PHPH2,,Physalis philadelphica Lam.,Mexican groundcherry
PHPHI,,Physalis philadelphica Lam. var. immaculata Waterf.,Mexican groundcherry
PHPHI,PHIX,Physalis ixocarpa auct. non Brot. ex Hornem.,
PHPU7,,Physalis pubescens L.,husk tomato
PHPUI,,Physalis pubescens L. var. integrifolia (Dunal) Waterf.,husk tomato
PHPUI,PHPR7,Physalis pruinosa auct. non L.,
PHVI5,,Physalis virginiana Mill.,Virginia groundcherry
PHVIV3,,Physalis virginiana Mill. var. virginiana,Virginia groundcherry
PHVIV3,PHMO8,Physalis monticola C. Mohr,
PHVIV3,PHIN18,Physalis intermedia Rydb.,
PHVIV3,PHLA20,Physalis lanceolata auct. non Michx. p.p.,
PHYSO,,Physocarpus (Camb.) Raf.,ninebark
PHOP,,"Physocarpus opulifolius (L.) Maxim., orth. cons.",common ninebark
PHOPI,PHIN17,Physocarpus intermedius (Rydb.) C.K. Schneid.,
PHOPI,,Physocarpus opulifolius (L.) Maxim. var. intermedius (Rydb.) B.L. Rob.,Atlantic ninebark
PHOPI,OPIN,Opulaster intermedius Rydb.,
PHOPO,,Physocarpus opulifolius (L.) Maxim. var. opulifolius,common ninebark
PHOPO,OPOP2,Opulaster opulifolius (L.) Kuntze,
PHOPO,OPAU4,Opulaster australis Rydb.,
PHOPO,OPST5,Opulaster stellatus Rydb.,
PHOPO,OPAL,Opulaster alabamensis Rydb.,
PHOPO,PHOPN,Physocarpus opulifolius (L.) Maxim. f. nanus (G. Kirchn.) Zabel,
PHOPO,SPOP,Spiraea opulifolia L.,
PHYSO2,,Physostegia Benth.,lionsheart
PHVI8,,Physostegia virginiana (L.) Benth.,obedient plant
PHVIV,DRFO,Dracocephalum formosius (Lunell) Rydb.,
PHVIV,,Physostegia virginiana (L.) Benth. ssp. virginiana,obedient plant
PHVIV,DRDE5,Dracocephalum denticulatum Aiton,
PHVIV,DRVI3,Dracocephalum virginianum L.,
PHVIV,PHSP4,Physostegia speciosa (Sweet) Sweet,
PHVIV,PHDE6,Physostegia denticulata (Aiton) Britton,
PHVIV,PHFO4,Physostegia formosior Lunell,
PHVIV,PHVIE2,Physostegia virginiana (L.) Benth. var. elongata B. Boivin,
PHVIV,PHVIG,Physostegia virginiana (L.) Benth. var. granulosa (Fassett) Fernald,
PHVIV,PHVIF,Physostegia virginiana (L.) Benth. var. formosior (Lunell) B. Boivin,
PHVIV,PHVIS2,Physostegia virginiana (L.) Benth. var. speciosa (Sweet) A. Gray,
PHYTO,,Phytolacca L.,pokeweed
PHAM4,,Phytolacca americana L.,American pokeweed
PHAMA3,PHDE9,Phytolacca decandra L.,
PHAMA3,,Phytolacca americana L. var. americana,American pokeweed
PICRI,,Picris L.,oxtongue
PIEC,,Picris echioides L.,bristly oxtongue
PIEC,HEEC3,Helminthotheca echioides (L.) Holub,
PIHI,,Picris hieracioides L.,hawkweed oxtongue
PIHIH,,Picris hieracioides L. ssp. hieracioides,hawkweed oxtongue
PIHIH,PIHIA2,Picris hieracioides L. var. alpina Koidzumi,
PILEA,,Pilea Lindl.,clearweed
PIFO,,Pilea fontana (Lunell) Rydb.,lesser clearweed
PIFO,ADFO,Adicea fontana Lunell,
PIFO,PIOP2,Pilea opaca (Lunell) Rydb.,
PIPU2,,Pilea pumila (L.) A. Gray,Canadian clearweed
PIPUD,,Pilea pumila (L.) A. Gray var. deamii (Lunell) Fernald,Deam's clearweed
PIPUP,,Pilea pumila (L.) A. Gray var. pumila,Canadian clearweed
PIPUP,ADPU2,Adicea pumila (L.) Raf.,
PIPUP,URPU2,Urtica pumila L.,
PIMPI,,Pimpinella L.,burnet saxifrage
PIMA6,PIMA9,Pimpinella magna L.,
PIMA6,PISAM2,Pimpinella saxifraga L. var. major,
PIMA6,,Pimpinella major (L.) Huds.,hollowstem burnet saxifrage
PISA,,Pimpinella saxifraga L.,solidstem burnet saxifrage
PISAS,,Pimpinella saxifraga L. ssp. saxifraga,solidstem burnet saxifrage
PINGU,,Pinguicula L.,butterwort
PIVU,PIVUA,Pinguicula vulgaris L. var. americana A. Gray,
PIVU,,Pinguicula vulgaris L.,common butterwort
PISUM,,Pisum L.,pea
PISA6,PISAM,Pisum sativum L. var. macrocarpon Ser.,
PISA6,PISAA8,Pisum sativum L. var. arvense (L.) Poir.,
PISA6,PIAR6,Pisum arvense L.,
PISA6,,Pisum sativum L.,garden pea
PISA6,PIHU2,Pisum humile Boiss. & Noe,
PISA6,PISAA2,Pisum sativum L. ssp. arvense (L.) Poir.,
PISA6,PISAH,Pisum sativum L. var. humile Poir.,
PITYO2,,Pityopsis Nutt.,silkgrass
PIFA,HEFA3,Heterotheca falcata (Pursh) V.L. Harms,
PIFA,,Pityopsis falcata (Pursh) Nutt.,sickleleaf silkgrass
PIFA,CHFA5,Chrysopsis falcata (Pursh) Elliott,
PLANT,,Plantago L.,plantain
PLAR6,PLPS,"Plantago psyllium L., nom. utique rej.",
PLAR6,,Plantago arenaria Waldst. & Kit.,sand plantain
PLAR6,PLIN2,Plantago indica L.,
PLAR6,PLSC6,Plantago scabra Moench,
PLAR3,PLPAA,Plantago patagonica Jacq. var. aristata (Michx.) A. Gray,
PLAR3,,Plantago aristata Michx.,largebracted plantain
PLAR3,PLARN,Plantago aristata Michx. var. nuttallii (Rapin) Morris,
PLCO2,,Plantago cordata Lam.,heartleaf plantain
PLCO3,,Plantago coronopus L.,buckhorn plantain
PLCO3,PLCOC4,Plantago coronopus L. ssp. commutata (Guss.) Pilg.,
PLEL,,Plantago elongata Pursh,prairie plantain
PLER,PLSH2,Plantago shastensis Greene,
PLER,,Plantago eriopoda Torr.,redwool plantain
PLHE2,,Plantago heterophylla Nutt.,slender plantain
PLLA,PLAL3,Plantago altissima auct. non L.,
PLLA,,Plantago lanceolata L.,narrowleaf plantain
PLLA,PLLAS,Plantago lanceolata L. var. sphaerostachya Mert. & W.D.J. Koch,
PLMA2,,Plantago major L.,common plantain
PLMA2,PLHA5,Plantago halophila E.P. Bicknell,
PLMA2,PLIN15,Plantago intermedia Gilib.,
PLMA2,PLAS3,Plantago asiatica auct. non L.,
PLMA2,PLMAA,Plantago major L. var. asiatica auct. non (L.) Decne.,
PLMA2,PLMAI2,Plantago major L. ssp. intermedia (DC.) Arcang.,
PLMA2,PLMAI,Plantago major L. var. intermedia (DC.) Pilg.,
PLMA2,PLMAP,Plantago major L. var. pachyphylla Pilg.,
PLMA2,PLMAS,Plantago major L. var. scopulorum Fr. & Broberg,
PLMA2,PLMAP2,Plantago major L. var. pilgeri Domin,
PLMA3,,Plantago maritima L.,goose tongue
PLMAJ,PLJUG,Plantago juncoides Lam. var. glauca (Hornem.) Fernald,
PLMAJ,,Plantago maritima L. var. juncoides (Lam.) A. Gray,goose tongue
PLMAJ,PLJUD,Plantago juncoides Lam. var. decipiens (Barneoud) Fernald,
PLMAJ,PLMAB,Plantago maritima L. ssp. borealis (Lange) Blytt & O.C. Dahl,
PLMAJ,PLJUL,Plantago juncoides Lam. var. laurentiana Fernald,
PLMAJ,PLJU,Plantago juncoides Lam.,
PLMAJ,PLMAJ2,Plantago maritima L. ssp. juncoides (Lam.) Hultén,
PLMAJ,PLOLF,Plantago oliganthos Roem. & Schult. var. fallax Fernald,
PLMAJ,PLOL,Plantago oliganthos Roem. & Schult.,
PLME,,Plantago media L.,hoary plantain
PLME,PLMEM,Plantago media L. var. monnieri (Giraud.) Roug.,
PLPA2,PLPUS2,Plantago purshii Roem. & Schult. var. spinulosa (Decne.) Shinners,
PLPA2,,Plantago patagonica Jacq.,woolly plantain
PLPA2,PLSP5,Plantago spinulosa Decne.,
PLPA2,PLPAB,Plantago patagonica Jacq. var. breviscapa (Shinners) Shinners,
PLPA2,PLPAG,Plantago patagonica Jacq. var. gnaphalioides (Nutt.) A. Gray,
PLPA2,PLPAS,Plantago patagonica Jacq. var. spinulosa (Decne.) A. Gray,
PLPA2,PLPAO,Plantago patagonica Jacq. var. oblonga (Morris) Shinners,
PLPA2,PLPI,Plantago picta E. Morris,
PLPA2,PLPU80,Plantago purshii Roem. & Schult.,
PLPA2,PLPUB,Plantago purshii Roem. & Schult. var. breviscapa Shinners,
PLPA2,PLPUO,Plantago purshii Roem. & Schult. var. oblonga (Morris) Shinners,
PLPA2,PLPUP,Plantago purshii Roem. & Schult. var. picta (E. Morris) Pilg.,
PLPA2,PLWY,Plantago wyomingensis Gandog.,
PLPU,,Plantago pusilla Nutt.,dwarf plantain
PLPU,PLHY5,Plantago hybrida W.P.C. Barton,
PLPU,PLPUM,Plantago pusilla Nutt. var. major Engelm.,
PLRU,,Plantago rugelii Decne.,blackseed plantain
PLRUR,,Plantago rugelii Decne. var. rugelii,blackseed plantain
PLVI,,Plantago virginica L.,Virginia plantain
PLVI,PLVIV,Plantago virginica L. var. viridescens Fernald,
PLATA,,Platanus L.,sycamore
PLHI,PLDE5,Platanus densicoma Dode,
PLHI,PLORA,Platanus orientalis L. var. acerifolia Aiton,
PLHI,,Platanus ×hispanica Mill. ex Münchh. [occidentalis × orientalis],London planetree
PLHI,PLAC2,Platanus ×acerifolia (Aiton) Willd. (pro sp.),
PLHI,PLHY3,Platanus hybrida Brot.,
PLHI,PLPY,Platanus pyramidalis hort. ex Dippel,
PLOC,,Platanus occidentalis L.,American sycamore
PLOC,PLOCG,Platanus occidentalis L. var. glabrata (Fernald) Sarg.,
PLATY4,,Platycodon A. DC.,platycodon
PLGR7,,Platycodon grandiflorus (Jacq.) A. DC.,balloon-flower
PLGR7,PLGR5,"Platycodon grandiflorum (Jacq.) A. DC., orth. var.",
PLUCH,,Pluchea Cass.,camphorweed
PLOD,,Pluchea odorata (L.) Cass.,sweetscent
PLODS,PLPUS,Pluchea purpurascens (Sw.) DC. var. succulenta Fernald,
PLODS,,Pluchea odorata (L.) Cass. var. succulenta (Fernald) Cronquist,sweetscent
PODOP,,Podophyllum L.,mayapple
POPE,,Podophyllum peltatum L.,mayapple
PODOS,,Podostemum Michx.,riverweed
POCE3,,Podostemum ceratophyllum Michx.,hornleaf riverweed
POCE3,POAB3,Podostemum abrotanoides Nutt.,
POLAN,,Polanisia Raf.,clammyweed
PODO3,,Polanisia dodecandra (L.) DC.,redwhisker clammyweed
PODOD,,Polanisia dodecandra (L.) DC. ssp. dodecandra,redwhisker clammyweed
PODOD,POGR17,Polanisia graveolens Raf.,
POLEM,,Polemonium L.,Jacob's-ladder
POCA2,,Polemonium caeruleum L.,charity
POCA2,POCAA6,Polemonium caeruleum L. var. album hort.,
PORE2,,Polemonium reptans L.,Greek valerian
PORER,,Polemonium reptans L. var. reptans,Greek valerian
POVA5,POCAV4,Polemonium caeruleum L. ssp. vanbruntiae (Britton) J.F. Davids.,
POVA5,,Polemonium vanbruntiae Britton,Vanbrunt's polemonium
POLYC4,,Polycnemum L.,polycnemum
POMA24,,Polycnemum majus A. Braun,giant needleleaf
POMA24,POARS,Polycnemum arvense L. var. simplex Wallr.,
POLYG,,Polygala L.,polygala
POAM9,,Polygala ambigua Nutt.,whorled milkwort
POAM9,POVEA,Polygala verticillata L. var. ambigua (Nutt.) Alph. Wood,
POAM9,POVED,Polygala verticillata L. var. dolichoptera Fernald,
POCR,,Polygala cruciata L.,drumheads
POCRA,,Polygala cruciata L. var. aquilonia Fernald & B.G. Schub.,drumheads
POIN4,,Polygala incarnata L.,procession flower
POIN4,GAIN,Galypola incarnata (L.) Nieuwl.,
POLU,PYLU2,Pylostachya lutea (L.) Small,
POLU,,Polygala lutea L.,orange milkwort
POMA8,,Polygala mariana Mill.,Maryland milkwort
POMA8,POHA7,Polygala harperi Small,
PONU2,,Polygala nuttallii Torr. & A. Gray,Nuttall's milkwort
POPA5,TRPA13,Triclisperma paucifolia (Willd.) Nieuwl.,
POPA5,POPA4,Polygaloides paucifolia (Willd.) J.R. Abbott,
POPA5,,Polygala paucifolia Willd.,gaywings
POPO,POPOR,Polygala polygama Walter var. ramulosa Farw.,
POPO,,Polygala polygama Walter,racemed milkwort
POPO,POPOO,Polygala polygama Walter var. obtusata Chod.,
POPO,POAB4,Polygala aboriginum Small,
POSA3,,Polygala sanguinea L.,purple milkwort
POSA3,POVI15,Polygala viridescens L.,
POSE3,,Polygala senega L.,Seneca snakeroot
POSE3,POSEL,Polygala senega L. var. latifolia Torr. & A. Gray,
POVE,,Polygala verticillata L.,whorled milkwort
POVEI,POVES,Polygala verticillata L. var. sphenostachya Pennell,
POVEI,,Polygala verticillata L. var. isocycla Fernald,whorled milkwort
POVEV,,Polygala verticillata L. var. verticillata,whorled milkwort
POVEV,POPR12,Polygala pretzii Pennell,
POLYG3,,Polygonella Michx.,jointweed
POAR4,,Polygonella articulata (L.) Meisn.,coastal jointweed
POAR4,DEAR5,Delopyrum articulatum (L.) Small,
POAR4,POAR13,Polygonum articulatum L.,
POLYG4,,Polygonum L.,knotweed
POAC3,,Polygonum achoreum S.F. Blake,leathery knotweed
POAC3,POERA,Polygonum erectum L. ssp. achoreum (S.F. Blake) Á. Löve & D. Löve,
POAM8,,Polygonum amphibium L.,water knotweed
POAME,PEMU11,Persicaria muehlenbergii (S. Watson) Small,
POAME,PEAME,Persicaria amphibia (L.) Gray var. emersa (Michx.) J.C. Hickman,
POAME,POAMC,Polygonum amphibium L. var. coccineum (Muhl. ex Willd.) Farw.,
POAME,,Polygonum amphibium L. var. emersum Michx.,longroot smartweed
POAME,POCOT,Polygonum coccineum Muhl. ex Willd. var. terrestre Willd.,
POAME,PECO23,Persicaria coccinea (Muhl. ex Willd.) Greene,
POAME,PEAM8,Persicaria amphibia (L.) Gray p.p.,
POAME,POCO8,Polygonum coccineum Muhl. ex Willd.,
POAME,POCOP4,Polygonum coccineum Muhl. ex Willd. var. pratincola (Greene) Stanford,
POAME,POMUT,Polygonum muehlenbergii S. Watson var. terrestre (Willd.) Trel.,
POAME,POMU10,Polygonum muehlenbergii S. Watson,
POAMS,,Polygonum amphibium L. var. stipulaceum Coleman,water smartweed
POAMS,PEME10,Persicaria mesochora Greene,
POAMS,POAML,Polygonum amphibium L. ssp. laevimarginatum Hultén,
POAMS,PENE10,Persicaria nebraskensis Greene,
POAMS,PEAMS,Persicaria amphibia (L.) Gray var. stipulacea (N. Coleman) H. Hara,
POAMS,POAMH,Polygonum amphibium L. var. hartwrightii (A. Gray) Bissell,
POAMS,POIN14,Polygonum inundatum Raf.,
POAMS,PONA3,Polygonum natans Eaton,
POAMS,POCOR2,Polygonum coccineum Muhl. ex Willd. var. rigidulum (Sheldon) Stanford,
POAMS,POFL12,Polygonum fluitans Eaton,
POAMS,POHA13,Polygonum hartwrightii A. Gray,
POAR11,POAVA,Polygonum aviculare L. var. arenastrum (Jord. ex Boreau) Rouy,
POAR11,POMO4,Polygonum montereyense Brenckle,
POAR11,,Polygonum arenastrum Jord. ex Boreau,oval-leaf knotweed
POAR11,POAE3,Polygonum aequale Lindm.,
POAR6,PEAR13,Persicaria arifolia (L.) Harolds.,
POAR6,,Polygonum arifolium L.,halberdleaf tearthumb
POAR6,POARP,Polygonum arifolium L. var. pubescens (Keller) Fernald,
POAR6,POARL3,Polygonum arifolium L. var. lentiforme Fernald & Grisc.,
POAR6,TRAR6,Tracaulon arifolium (L.) Raf.,
POAV,POHE14,Polygonum heterophyllum Lindl.,
POAV,,Polygonum aviculare L.,prostrate knotweed
POAV,POAVV,Polygonum aviculare L. var. vegetum Ledeb.,
POAV,POMO8,Polygonum monspeliense Pers.,
POBA3,REBA,Reynoutria baldschuanica (Regel) Shinners,
POBA3,,Polygonum baldschuanicum Regel,Bukhara fleeceflower
POBA3,BIAU2,Bilderdykia aubertii (Henry) Moldenke,
POBA3,BIBA,Bilderdykia baldschuanica (Regel) D.A. Webb,
POBA3,FABA,Fallopia baldschuanica (Regel) Holub,
POBA3,FAAU,Fallopia aubertii (Henry) Holub,
POBA3,POAU4,Polygonum aubertii Henry,
POBE,POPR9,Polygonum provinciale K. Koch,
POBE,,Polygonum bellardii All.,narrowleaf knotweed
POBE,POAVN,Polygonum aviculare L. ssp. neglectum (Besser) Arcang.,
POBE,POAVA2,Polygonum aviculare L. var. angustissimum Meisn.,
POBE,PORU12,Polygonum rurivagum Jord. ex Boreau,
POBE,PONE8,Polygonum neglectum Besser,
POBU2,POAVB,Polygonum aviculare L. ssp. buxiforme (Small) Costea & Tardif,
POBU2,,Polygonum buxiforme Small,box knotweed
POBU2,POAVL,Polygonum aviculare L. var. littorale auct. non (Link) Mert.,
POBU2,POLI8,Polygonum littorale auct. non Link,
POCA8,,Polygonum careyi Olney,Carey's smartweed
POCA8,PECA30,Persicaria careyi (Olney) Greene,
POCE4,,"Polygonum cespitosum Blume, nom. inq.",Oriental lady's thumb
POCE4,PEPO2,Persicaria posumbu (Buch.-Ham. ex D. Don) H. Gross,
POCE4,POCA49,"Polygonum caespitosum Blume, orth. var.",
POCEL,PELO10,Persicaria longiseta (Bruijn) Kitag.,
POCEL,POCAL2,"Polygonum caespitosum Blume var. longisetum (Bruijn) A.N. Steward, orth. var.",
POCEL,,Polygonum cespitosum Blume var. longisetum (Bruijn) A.N. Steward,Oriental lady's thumb
POCEL,PECAL,"Persicaria caespitosa (Blume) Nakai var. longiseta (Bruijn) C.F. Reed, orth. var.",
POCEL,POLO12,Polygonum longisetum Bruijn,
POCI,BICIL,Bilderdykia cilinodis (Michx.) Greene var. laevigata (Fernald) C.F. Reed,
POCI,BICI,Bilderdykia cilinodis (Michx.) Greene,
POCI,,Polygonum cilinode Michx.,fringed black bindweed
POCI,FACI,Fallopia cilinodis (Michx.) Holub,
POCI,TICI3,Tiniaria cilinodis (Michx.) Small,
POCI,POCIL,Polygonum cilinode Michx. var. laevigatum Fernald,
POCI,RECI,Reynoutria cilinodis (Michx.) Shinners,
POCO10,,Polygonum convolvulus L.,black bindweed
POCOC2,,Polygonum convolvulus L. var. convolvulus,black bindweed
POCOC2,BICO7,Bilderdykia convolvulus (L.) Dumort.,
POCOC2,FACO,Fallopia convolvulus (L.) Á. Löve,
POCOC2,RECO,Reynoutria convolvulus (L.) Shinners,
POCOC2,TICO5,Tiniaria convolvulus (L.) Webb & Moq.,
POCU6,FAJA2,Fallopia japonica (Houtt.) Ronse Decr.,
POCU6,PLZU,Pleuropterus zuccarinii (Small) Small,
POCU6,PLCU3,Pleuropterus cuspidatus (Siebold & Zucc.) Moldenke,
POCU6,,Polygonum cuspidatum Siebold & Zucc.,Japanese knotweed
POCU6,POCUC2,Polygonum cuspidatum Siebold & Zucc. var. compactum (Hook. f.) L.H. Bailey,
POCU6,REJA2,Reynoutria japonica Houtt.,
POCU6,POZU,Polygonum zuccarinii Small,
PODO4,,Polygonum douglasii Greene,Douglas' knotweed
PODOD4,POEM3,Polygonum emaciatum A. Nelson,
PODOD4,PODOL,Polygonum douglasii Greene var. latifolium (Engelm.) Greene,
PODOD4,,Polygonum douglasii Greene ssp. douglasii,Douglas' knotweed
PODOD4,POMO16,Polygonum montanum Small,
PODOD4,POBUM,Polygonum buxiforme Small var. montanum (Small) R.J. Davis,
POER2,,Polygonum erectum L.,erect knotweed
POER2,POAVE,Polygonum aviculare L. var. erectum (L.) Roth ex Meisn.,
POEX2,PEEX,Persicaria extremiorientalis (Vorosch.) Tzvelev,
POEX2,,Polygonum extremiorientale Vorosch.,far-eastern smartweed
POGL7,POMA27,Polygonum maritimum auct. non L.,
POGL7,,Polygonum glaucum Nutt.,seaside knotweed
POHY,PEHY6,Persicaria hydropiper (L.) Opiz,
POHY,,Polygonum hydropiper L.,marshpepper knotweed
POHY,POHYP,Polygonum hydropiper L. var. projectum Stanford,
POHY2,POHYA,Polygonum hydropiperoides Michx. var. adenocalyx (Stanford) Gleason,
POHY2,PEHY7,Persicaria hydropiperoides (Michx.) Small,
POHY2,PEHYB,Persicaria hydropiperoides (Michx.) Small var. breviciliata (Fernald) C.F. Reed,
POHY2,,Polygonum hydropiperoides Michx.,swamp smartweed
POHY2,POHYB2,Polygonum hydropiperoides Michx. var. bushianum Stanford,
POHY2,PEHYE,Persicaria hydropiperoides (Michx.) Small var. euronotora (Fernald) C.F. Reed,
POHY2,PEHYO,Persicaria hydropiperoides (Michx.) Small var. opelousana (Riddell ex Small) J.S. Wilson,
